Row ID,Order ID,Order Date,Ship Date,Ship Mode
103,CA-2017-129903,1/12/2017,4/12/2017,Second Class
1030,CA-2015-163552,11/7/2015,15/07/2015,Standard Class
1031,CA-2015-163552,11/7/2015,15/07/2015,Standard Class
1032,CA-2015-163552,11/7/2015,15/07/2015,Standard Class
1033,CA-2015-163552,11/7/2015,15/07/2015,Standard Class
1034,CA-2017-109820,20/11/2017,22/11/2017,First Class
1035,CA-2017-109820,20/11/2017,22/11/2017,First Class
1036,CA-2017-109820,20/11/2017,22/11/2017,First Class
1037,CA-2017-113061,22/04/2017,26/04/2017,Standard Class
1038,CA-2016-127418,13/06/2016,14/06/2016,First Class
1039,CA-2018-121818,20/11/2018,21/11/2018,First Class
104,US-2016-156867,13/11/2016,17/11/2016,Standard Class
1040,CA-2018-121818,20/11/2018,21/11/2018,First Class
1041,CA-2017-127670,20/03/2017,24/03/2017,Standard Class
1042,CA-2017-102981,6/9/2017,9/9/2017,Second Class
1043,CA-2017-102981,6/9/2017,9/9/2017,Second Class
1044,CA-2018-115651,9/7/2018,12/7/2018,First Class
1045,CA-2018-115651,9/7/2018,12/7/2018,First Class
1046,CA-2018-152702,12/10/2018,16/10/2018,Standard Class
1047,CA-2017-169103,8/3/2017,13/03/2017,Standard Class
1048,CA-2017-169103,8/3/2017,13/03/2017,Standard Class
1049,CA-2015-139192,27/05/2015,1/6/2015,Second Class
105,US-2016-156867,13/11/2016,17/11/2016,Standard Class
1050,CA-2015-139192,27/05/2015,1/6/2015,Second Class
1051,US-2016-153500,3/7/2016,5/7/2016,First Class
1052,US-2016-153500,3/7/2016,5/7/2016,First Class
1053,US-2016-153500,3/7/2016,5/7/2016,First Class
1054,CA-2016-110667,4/4/2016,8/4/2016,Standard Class
1055,CA-2016-110667,4/4/2016,8/4/2016,Standard Class
1056,CA-2016-110667,4/4/2016,8/4/2016,Standard Class
1057,CA-2016-110667,4/4/2016,8/4/2016,Standard Class
1058,CA-2018-167150,10/12/2018,17/12/2018,Standard Class
1059,CA-2018-167150,10/12/2018,17/12/2018,Standard Class
106,US-2016-156867,13/11/2016,17/11/2016,Standard Class
1060,CA-2017-105284,24/11/2017,1/12/2017,Standard Class
1061,US-2016-125374,23/03/2016,29/03/2016,Standard Class
1062,CA-2016-161263,16/04/2016,21/04/2016,Standard Class
1063,CA-2016-161263,16/04/2016,21/04/2016,Standard Class
1064,CA-2016-161263,16/04/2016,21/04/2016,Standard Class
1065,CA-2016-161263,16/04/2016,21/04/2016,Standard Class
1066,CA-2016-161263,16/04/2016,21/04/2016,Standard Class
1067,CA-2016-161263,16/04/2016,21/04/2016,Standard Class
1068,CA-2017-157686,1/10/2017,2/10/2017,First Class
1069,US-2018-139955,28/09/2018,30/09/2018,Second Class
107,CA-2018-119004,23/11/2018,28/11/2018,Standard Class
1070,US-2016-150161,25/07/2016,29/07/2016,Standard Class
1071,CA-2016-144652,20/11/2016,26/11/2016,Standard Class
1072,CA-2017-152814,28/04/2017,2/5/2017,Standard Class
1073,CA-2018-106943,14/11/2018,19/11/2018,Standard Class
1074,CA-2017-134348,12/11/2017,19/11/2017,Standard Class
1075,CA-2017-134348,12/11/2017,19/11/2017,Standard Class
1076,CA-2017-134348,12/11/2017,19/11/2017,Standard Class
1077,CA-2017-161781,29/09/2017,30/09/2017,First Class
1078,CA-2018-132521,23/09/2018,25/09/2018,Second Class
1079,CA-2018-132521,23/09/2018,25/09/2018,Second Class
108,CA-2018-119004,23/11/2018,28/11/2018,Standard Class
1080,CA-2018-132521,23/09/2018,25/09/2018,Second Class
1081,CA-2016-110016,29/11/2016,4/12/2016,Standard Class
1082,CA-2016-110016,29/11/2016,4/12/2016,Standard Class
1083,US-2017-143819,1/3/2017,5/3/2017,Standard Class
1084,US-2017-143819,1/3/2017,5/3/2017,Standard Class
1085,US-2017-143819,1/3/2017,5/3/2017,Standard Class
1086,US-2017-143819,1/3/2017,5/3/2017,Standard Class
1087,CA-2017-167584,12/8/2017,12/8/2017,Same Day
1088,CA-2017-166163,15/08/2017,20/08/2017,Second Class
1089,CA-2017-166163,15/08/2017,20/08/2017,Second Class
109,CA-2018-119004,23/11/2018,28/11/2018,Standard Class
1090,CA-2018-158407,4/6/2018,10/6/2018,Standard Class
1091,CA-2018-158407,4/6/2018,10/6/2018,Standard Class
1092,CA-2016-143490,6/12/2016,13/12/2016,Standard Class
1093,CA-2016-143490,6/12/2016,13/12/2016,Standard Class
1094,CA-2016-165085,27/12/2016,31/12/2016,Standard Class
1095,CA-2016-165085,27/12/2016,31/12/2016,Standard Class
1096,CA-2018-160423,21/01/2018,26/01/2018,Standard Class
1097,CA-2018-160423,21/01/2018,26/01/2018,Standard Class
1098,CA-2015-159338,25/06/2015,28/06/2015,First Class
1099,CA-2017-107216,14/06/2017,17/06/2017,First Class
11,CA-2015-115812,9/6/2015,14/06/2015,Standard Class
110,CA-2016-129476,15/10/2016,20/10/2016,Standard Class
1100,CA-2017-107216,14/06/2017,17/06/2017,First Class
1101,CA-2017-107216,14/06/2017,17/06/2017,First Class
1102,CA-2017-107216,14/06/2017,17/06/2017,First Class
1103,US-2018-145863,21/04/2018,27/04/2018,Standard Class
1104,US-2018-145863,21/04/2018,27/04/2018,Standard Class
1105,CA-2017-112340,21/10/2017,27/10/2017,Standard Class
1106,US-2017-110156,19/11/2017,24/11/2017,Standard Class
1107,US-2017-110156,19/11/2017,24/11/2017,Standard Class
1108,US-2017-110156,19/11/2017,24/11/2017,Standard Class
1109,US-2017-110156,19/11/2017,24/11/2017,Standard Class
111,CA-2018-146780,25/12/2018,30/12/2018,Standard Class
1110,US-2017-110156,19/11/2017,24/11/2017,Standard Class
1111,US-2017-110156,19/11/2017,24/11/2017,Standard Class
1112,US-2017-110156,19/11/2017,24/11/2017,Standard Class
1113,US-2017-110156,19/11/2017,24/11/2017,Standard Class
1114,CA-2018-140585,18/12/2018,23/12/2018,Second Class
1115,CA-2018-140585,18/12/2018,23/12/2018,Second Class
1116,CA-2018-140585,18/12/2018,23/12/2018,Second Class
1117,CA-2017-144855,22/07/2017,24/07/2017,Second Class
1118,CA-2016-142755,4/9/2016,8/9/2016,Standard Class
1119,CA-2016-142755,4/9/2016,8/9/2016,Standard Class
112,CA-2017-128867,3/11/2017,10/11/2017,Standard Class
1120,CA-2016-142755,4/9/2016,8/9/2016,Standard Class
1121,CA-2016-142755,4/9/2016,8/9/2016,Standard Class
1122,US-2015-147627,20/01/2015,26/01/2015,Standard Class
1123,US-2015-147627,20/01/2015,26/01/2015,Standard Class
1124,US-2015-147627,20/01/2015,26/01/2015,Standard Class
1125,US-2015-147627,20/01/2015,26/01/2015,Standard Class
1126,US-2015-147627,20/01/2015,26/01/2015,Standard Class
1127,US-2015-147627,20/01/2015,26/01/2015,Standard Class
1128,CA-2016-105970,2/3/2016,7/3/2016,Standard Class
1129,CA-2016-105970,2/3/2016,7/3/2016,Standard Class
113,CA-2017-128867,3/11/2017,10/11/2017,Standard Class
1130,CA-2017-112102,12/4/2017,16/04/2017,Standard Class
1131,CA-2017-112102,12/4/2017,16/04/2017,Standard Class
1132,CA-2017-112102,12/4/2017,16/04/2017,Standard Class
1133,US-2017-114776,6/12/2017,7/12/2017,First Class
1134,US-2017-134908,5/6/2017,9/6/2017,Standard Class
1135,US-2017-134908,5/6/2017,9/6/2017,Standard Class
1136,US-2017-148803,11/12/2017,11/12/2017,Same Day
1137,CA-2017-152170,12/11/2017,15/11/2017,Second Class
1138,CA-2017-152170,12/11/2017,15/11/2017,Second Class
1139,CA-2017-152170,12/11/2017,15/11/2017,Second Class
114,CA-2015-115259,25/08/2015,27/08/2015,Second Class
1140,CA-2017-152170,12/11/2017,15/11/2017,Second Class
1141,CA-2017-152170,12/11/2017,15/11/2017,Second Class
1142,CA-2015-146969,29/09/2015,3/10/2015,Standard Class
1143,CA-2015-146969,29/09/2015,3/10/2015,Standard Class
1144,CA-2015-146969,29/09/2015,3/10/2015,Standard Class
1145,CA-2015-146969,29/09/2015,3/10/2015,Standard Class
1146,CA-2015-146969,29/09/2015,3/10/2015,Standard Class
1147,CA-2016-112452,4/4/2016,4/4/2016,Same Day
1148,CA-2016-112452,4/4/2016,4/4/2016,Same Day
1149,CA-2016-112452,4/4/2016,4/4/2016,Same Day
115,CA-2015-115259,25/08/2015,27/08/2015,Second Class
1150,CA-2016-112452,4/4/2016,4/4/2016,Same Day
1151,CA-2016-112452,4/4/2016,4/4/2016,Same Day
1152,CA-2016-113971,8/5/2016,14/05/2016,Standard Class
1153,CA-2017-160395,31/12/2017,6/1/2018,Standard Class
1154,CA-2017-160395,31/12/2017,6/1/2018,Standard Class
1155,CA-2015-136567,20/12/2015,21/12/2015,First Class
1156,CA-2015-136567,20/12/2015,21/12/2015,First Class
1157,CA-2015-136567,20/12/2015,21/12/2015,First Class
1158,CA-2015-136567,20/12/2015,21/12/2015,First Class
1159,CA-2017-149314,2/7/2017,7/7/2017,Second Class
116,CA-2015-115259,25/08/2015,27/08/2015,Second Class
1160,CA-2018-147039,29/06/2018,4/7/2018,Standard Class
1161,CA-2018-147039,29/06/2018,4/7/2018,Standard Class
1162,CA-2015-126522,1/9/2015,5/9/2015,Second Class
1163,CA-2015-127964,3/3/2015,8/3/2015,Standard Class
1164,CA-2015-127964,3/3/2015,8/3/2015,Standard Class
1165,CA-2015-127964,3/3/2015,8/3/2015,Standard Class
1166,CA-2015-117709,4/5/2015,8/5/2015,Standard Class
1167,CA-2016-125416,2/11/2016,2/11/2016,Same Day
1168,CA-2018-145226,8/12/2018,10/12/2018,Second Class
1169,CA-2018-145226,8/12/2018,10/12/2018,Second Class
117,CA-2015-115259,25/08/2015,27/08/2015,Second Class
1170,CA-2018-145226,8/12/2018,10/12/2018,Second Class
1171,CA-2018-145226,8/12/2018,10/12/2018,Second Class
1172,US-2015-100279,10/3/2015,14/03/2015,Standard Class
1173,CA-2015-158064,21/04/2015,25/04/2015,Standard Class
1174,US-2016-104430,22/10/2016,26/10/2016,Standard Class
1175,CA-2016-132080,22/08/2016,25/08/2016,First Class
1176,CA-2017-161207,29/08/2017,3/9/2017,Standard Class
1177,CA-2015-120243,27/12/2015,30/12/2015,Second Class
1178,CA-2017-113621,1/12/2017,5/12/2017,Standard Class
1179,CA-2017-113621,1/12/2017,5/12/2017,Standard Class
118,CA-2016-110457,2/3/2016,6/3/2016,Standard Class
1180,CA-2017-168081,24/04/2017,27/04/2017,Second Class
1181,CA-2015-128146,21/06/2015,25/06/2015,Standard Class
1182,CA-2015-128146,21/06/2015,25/06/2015,Standard Class
1183,CA-2018-138779,14/01/2018,15/01/2018,First Class
1184,CA-2018-138779,14/01/2018,15/01/2018,First Class
1185,CA-2015-127131,24/11/2015,30/11/2015,Standard Class
1186,CA-2015-127131,24/11/2015,30/11/2015,Standard Class
1187,CA-2015-127131,24/11/2015,30/11/2015,Standard Class
1188,CA-2015-127131,24/11/2015,30/11/2015,Standard Class
1189,CA-2018-117212,26/02/2018,28/02/2018,Second Class
119,US-2016-136476,5/4/2016,10/4/2016,Standard Class
1190,CA-2018-117212,26/02/2018,28/02/2018,Second Class
1191,CA-2018-117212,26/02/2018,28/02/2018,Second Class
1192,CA-2018-117212,26/02/2018,28/02/2018,Second Class
1193,CA-2018-117212,26/02/2018,28/02/2018,Second Class
1194,US-2016-130519,15/09/2016,15/09/2016,Same Day
1195,US-2016-130519,15/09/2016,15/09/2016,Same Day
1196,US-2016-130519,15/09/2016,15/09/2016,Same Day
1197,US-2016-130519,15/09/2016,15/09/2016,Same Day
1198,CA-2017-130946,8/4/2017,12/4/2017,Standard Class
1199,CA-2017-130946,8/4/2017,12/4/2017,Standard Class
12,CA-2015-115812,9/6/2015,14/06/2015,Standard Class
120,CA-2017-103730,12/6/2017,15/06/2017,First Class
1200,CA-2017-130946,8/4/2017,12/4/2017,Standard Class
1201,CA-2017-114727,18/07/2017,24/07/2017,Standard Class
1202,CA-2017-114727,18/07/2017,24/07/2017,Standard Class
1203,CA-2017-114727,18/07/2017,24/07/2017,Standard Class
1204,CA-2017-114727,18/07/2017,24/07/2017,Standard Class
1205,CA-2017-114727,18/07/2017,24/07/2017,Standard Class
1206,CA-2018-133235,1/8/2018,4/8/2018,First Class
1207,CA-2017-137050,14/07/2017,18/07/2017,Second Class
1208,CA-2017-137050,14/07/2017,18/07/2017,Second Class
1209,CA-2017-137050,14/07/2017,18/07/2017,Second Class
121,CA-2017-103730,12/6/2017,15/06/2017,First Class
1210,CA-2017-137050,14/07/2017,18/07/2017,Second Class
1211,CA-2017-137050,14/07/2017,18/07/2017,Second Class
1212,CA-2017-137050,14/07/2017,18/07/2017,Second Class
1213,US-2018-118087,9/9/2018,13/09/2018,Standard Class
1214,US-2018-118087,9/9/2018,13/09/2018,Standard Class
1215,US-2018-118087,9/9/2018,13/09/2018,Standard Class
1216,US-2018-118087,9/9/2018,13/09/2018,Standard Class
1217,US-2018-118087,9/9/2018,13/09/2018,Standard Class
1218,US-2018-118087,9/9/2018,13/09/2018,Standard Class
1219,US-2018-118087,9/9/2018,13/09/2018,Standard Class
122,CA-2017-103730,12/6/2017,15/06/2017,First Class
1220,US-2018-118087,9/9/2018,13/09/2018,Standard Class
1221,CA-2015-110184,12/7/2015,16/07/2015,Standard Class
1222,CA-2015-110184,12/7/2015,16/07/2015,Standard Class
1223,CA-2017-126004,4/12/2017,5/12/2017,First Class
1224,CA-2017-126004,4/12/2017,5/12/2017,First Class
1225,CA-2017-126004,4/12/2017,5/12/2017,First Class
1226,CA-2017-126004,4/12/2017,5/12/2017,First Class
1227,CA-2017-126004,4/12/2017,5/12/2017,First Class
1228,CA-2017-126004,4/12/2017,5/12/2017,First Class
1229,CA-2018-100013,6/11/2018,11/11/2018,Standard Class
123,CA-2017-103730,12/6/2017,15/06/2017,First Class
1230,CA-2018-100013,6/11/2018,11/11/2018,Standard Class
1231,CA-2018-100013,6/11/2018,11/11/2018,Standard Class
1232,CA-2016-132570,31/10/2016,2/11/2016,Second Class
1233,CA-2016-132570,31/10/2016,2/11/2016,Second Class
1234,CA-2017-153682,30/05/2017,1/6/2017,First Class
1235,CA-2017-144344,28/10/2017,28/10/2017,Same Day
1236,CA-2017-144344,28/10/2017,28/10/2017,Same Day
1237,CA-2017-144344,28/10/2017,28/10/2017,Same Day
1238,CA-2017-144344,28/10/2017,28/10/2017,Same Day
1239,CA-2015-127012,11/8/2015,15/08/2015,Standard Class
124,CA-2017-103730,12/6/2017,15/06/2017,First Class
1240,CA-2015-127012,11/8/2015,15/08/2015,Standard Class
1241,CA-2015-127012,11/8/2015,15/08/2015,Standard Class
1242,CA-2017-128727,29/08/2017,4/9/2017,Standard Class
1243,US-2017-162859,15/02/2017,22/02/2017,Standard Class
1244,US-2017-162859,15/02/2017,22/02/2017,Standard Class
1245,CA-2018-133641,14/05/2018,21/05/2018,Standard Class
1246,CA-2015-168494,12/12/2015,14/12/2015,Second Class
1247,CA-2015-168494,12/12/2015,14/12/2015,Second Class
1248,CA-2015-168494,12/12/2015,14/12/2015,Second Class
1249,CA-2018-115602,18/12/2018,24/12/2018,Standard Class
125,US-2015-152030,26/12/2015,28/12/2015,Second Class
1250,CA-2018-115602,18/12/2018,24/12/2018,Standard Class
1251,CA-2018-115602,18/12/2018,24/12/2018,Standard Class
1252,CA-2018-115602,18/12/2018,24/12/2018,Standard Class
1253,CA-2016-154956,4/7/2016,9/7/2016,Standard Class
1254,CA-2018-144638,10/3/2018,14/03/2018,Standard Class
1255,CA-2018-144638,10/3/2018,14/03/2018,Standard Class
1256,CA-2018-144638,10/3/2018,14/03/2018,Standard Class
1257,CA-2018-144638,10/3/2018,14/03/2018,Standard Class
1258,US-2017-168620,24/12/2017,28/12/2017,Second Class
1259,US-2017-168620,24/12/2017,28/12/2017,Second Class
126,US-2015-134614,20/09/2015,25/09/2015,Standard Class
1260,US-2017-168620,24/12/2017,28/12/2017,Second Class
1261,CA-2018-117079,23/10/2018,27/10/2018,Standard Class
1262,US-2017-144393,28/10/2017,4/11/2017,Standard Class
1263,CA-2018-105053,7/7/2018,9/7/2018,Second Class
1264,CA-2017-155992,1/10/2017,2/10/2017,First Class
1265,CA-2017-155992,1/10/2017,2/10/2017,First Class
1266,CA-2018-110380,2/9/2018,7/9/2018,Standard Class
1267,US-2015-167738,24/12/2015,29/12/2015,Standard Class
1268,US-2015-167738,24/12/2015,29/12/2015,Standard Class
1269,CA-2018-121412,23/09/2018,27/09/2018,Standard Class
127,US-2018-107272,5/11/2018,12/11/2018,Standard Class
1270,CA-2018-100426,4/6/2018,8/6/2018,Standard Class
1271,US-2017-103646,21/04/2017,26/04/2017,Standard Class
1272,US-2017-103646,21/04/2017,26/04/2017,Standard Class
1273,US-2017-103646,21/04/2017,26/04/2017,Standard Class
1274,CA-2017-119186,26/05/2017,26/05/2017,Same Day
1275,CA-2017-119186,26/05/2017,26/05/2017,Same Day
1276,CA-2017-119186,26/05/2017,26/05/2017,Same Day
1277,CA-2017-119186,26/05/2017,26/05/2017,Same Day
1278,CA-2017-148698,2/5/2017,7/5/2017,Standard Class
1279,CA-2015-163293,8/9/2015,11/9/2015,First Class
128,US-2018-107272,5/11/2018,12/11/2018,Standard Class
1280,CA-2015-163293,8/9/2015,11/9/2015,First Class
1281,CA-2017-160815,5/9/2017,6/9/2017,First Class
1282,CA-2018-122154,9/4/2018,11/4/2018,First Class
1283,CA-2018-122154,9/4/2018,11/4/2018,First Class
1284,CA-2018-122154,9/4/2018,11/4/2018,First Class
1285,US-2016-149692,6/12/2016,12/12/2016,Standard Class
1286,CA-2017-119445,26/06/2017,3/7/2017,Standard Class
1287,CA-2016-124268,4/7/2016,8/7/2016,Standard Class
1288,CA-2017-154711,22/11/2017,26/11/2017,Standard Class
1289,CA-2017-154711,22/11/2017,26/11/2017,Standard Class
129,US-2017-125969,6/11/2017,10/11/2017,Second Class
1290,CA-2017-154711,22/11/2017,26/11/2017,Standard Class
1291,CA-2017-163384,10/11/2017,12/11/2017,First Class
1292,CA-2017-163384,10/11/2017,12/11/2017,First Class
1293,CA-2016-101707,27/08/2016,1/9/2016,Standard Class
1294,CA-2016-101707,27/08/2016,1/9/2016,Standard Class
1295,CA-2016-101707,27/08/2016,1/9/2016,Standard Class
1296,CA-2016-138898,25/05/2016,29/05/2016,Standard Class
1297,CA-2018-115427,30/12/2018,3/1/2019,Standard Class
1298,CA-2018-115427,30/12/2018,3/1/2019,Standard Class
1299,CA-2017-134425,8/12/2017,12/12/2017,Second Class
13,CA-2018-114412,15/04/2018,20/04/2018,Standard Class
130,US-2017-125969,6/11/2017,10/11/2017,Second Class
1300,CA-2016-121391,4/10/2016,7/10/2016,First Class
1301,CA-2017-137043,23/12/2017,25/12/2017,Second Class
1302,CA-2017-137043,23/12/2017,25/12/2017,Second Class
1303,CA-2016-115847,19/09/2016,24/09/2016,Second Class
1304,US-2018-126179,3/7/2018,7/7/2018,Standard Class
1305,US-2018-126179,3/7/2018,7/7/2018,Standard Class
1306,CA-2017-101966,14/07/2017,16/07/2017,Second Class
1307,CA-2017-141397,20/06/2017,21/06/2017,First Class
1308,CA-2017-141397,20/06/2017,21/06/2017,First Class
1309,CA-2017-141397,20/06/2017,21/06/2017,First Class
131,US-2018-164147,2/2/2018,5/2/2018,First Class
1310,CA-2017-141397,20/06/2017,21/06/2017,First Class
1311,CA-2017-141397,20/06/2017,21/06/2017,First Class
1312,CA-2017-141082,9/12/2017,13/12/2017,Standard Class
1313,CA-2017-141082,9/12/2017,13/12/2017,Standard Class
1314,US-2017-134488,24/09/2017,1/10/2017,Standard Class
1315,CA-2017-145919,18/12/2017,23/12/2017,Standard Class
1316,CA-2017-145919,18/12/2017,23/12/2017,Standard Class
1317,CA-2017-145919,18/12/2017,23/12/2017,Standard Class
1318,CA-2018-157651,10/12/2018,14/12/2018,Standard Class
1319,CA-2015-160773,1/7/2015,5/7/2015,Standard Class
132,US-2018-164147,2/2/2018,5/2/2018,First Class
1320,CA-2015-160773,1/7/2015,5/7/2015,Standard Class
1321,CA-2018-167703,3/2/2018,8/2/2018,Standard Class
1322,CA-2018-167703,3/2/2018,8/2/2018,Standard Class
1323,CA-2018-121804,3/3/2018,8/3/2018,Standard Class
1324,CA-2018-162635,9/10/2018,10/10/2018,First Class
1325,CA-2015-107153,28/09/2015,3/10/2015,Standard Class
1326,US-2015-117058,27/05/2015,30/05/2015,First Class
1327,CA-2016-120439,14/06/2016,18/06/2016,Standard Class
1328,CA-2017-128258,30/03/2017,1/4/2017,First Class
1329,CA-2018-106033,15/10/2018,18/10/2018,Second Class
133,US-2018-164147,2/2/2018,5/2/2018,First Class
1330,CA-2017-142762,23/05/2017,27/05/2017,Standard Class
1331,CA-2018-127705,2/6/2018,6/6/2018,Standard Class
1332,CA-2018-127705,2/6/2018,6/6/2018,Standard Class
1333,CA-2015-122567,16/02/2015,21/02/2015,Standard Class
1334,CA-2015-122567,16/02/2015,21/02/2015,Standard Class
1335,CA-2015-121664,6/5/2015,10/5/2015,Standard Class
1336,CA-2017-122133,16/05/2017,23/05/2017,Standard Class
1337,US-2018-123281,2/4/2018,7/4/2018,Standard Class
1338,CA-2018-100524,31/03/2018,2/4/2018,Second Class
1339,CA-2018-100524,31/03/2018,2/4/2018,Second Class
134,CA-2017-145583,13/10/2017,19/10/2017,Standard Class
1340,CA-2018-100524,31/03/2018,2/4/2018,Second Class
1341,CA-2018-113481,2/1/2018,4/1/2018,First Class
1342,CA-2018-113481,2/1/2018,4/1/2018,First Class
1343,CA-2018-113481,2/1/2018,4/1/2018,First Class
1344,CA-2016-131758,28/05/2016,1/6/2016,Standard Class
1345,CA-2016-131758,28/05/2016,1/6/2016,Standard Class
1346,CA-2015-118339,17/03/2015,24/03/2015,Standard Class
1347,CA-2015-118339,17/03/2015,24/03/2015,Standard Class
1348,CA-2015-118339,17/03/2015,24/03/2015,Standard Class
1349,CA-2015-118339,17/03/2015,24/03/2015,Standard Class
135,CA-2017-145583,13/10/2017,19/10/2017,Standard Class
1350,CA-2015-118339,17/03/2015,24/03/2015,Standard Class
1351,CA-2015-153976,3/10/2015,8/10/2015,Second Class
1352,CA-2017-162901,28/03/2017,31/03/2017,First Class
1353,CA-2018-162978,4/5/2018,9/5/2018,Standard Class
1354,CA-2018-162978,4/5/2018,9/5/2018,Standard Class
1355,CA-2018-162978,4/5/2018,9/5/2018,Standard Class
1356,US-2015-160444,5/7/2015,5/7/2015,Same Day
1357,US-2015-160444,5/7/2015,5/7/2015,Same Day
1358,CA-2017-145247,5/5/2017,7/5/2017,First Class
1359,CA-2018-160045,26/04/2018,27/04/2018,First Class
136,CA-2017-145583,13/10/2017,19/10/2017,Standard Class
1360,US-2015-151925,26/09/2015,1/10/2015,Second Class
1361,CA-2018-125199,19/10/2018,25/10/2018,Standard Class
1362,CA-2018-125199,19/10/2018,25/10/2018,Standard Class
1363,CA-2018-125199,19/10/2018,25/10/2018,Standard Class
1364,US-2018-155425,10/11/2018,11/11/2018,First Class
1365,US-2018-155425,10/11/2018,11/11/2018,First Class
1366,US-2018-155425,10/11/2018,11/11/2018,First Class
1367,US-2018-155425,10/11/2018,11/11/2018,First Class
1368,US-2018-155425,10/11/2018,11/11/2018,First Class
1369,CA-2018-133249,8/7/2018,11/7/2018,First Class
137,CA-2017-145583,13/10/2017,19/10/2017,Standard Class
1370,US-2016-103471,24/12/2016,28/12/2016,Standard Class
1371,US-2016-103471,24/12/2016,28/12/2016,Standard Class
1372,CA-2018-136672,7/3/2018,12/3/2018,Standard Class
1373,US-2015-157021,1/4/2015,6/4/2015,Second Class
1374,US-2015-157021,1/4/2015,6/4/2015,Second Class
1375,CA-2016-120362,14/09/2016,19/09/2016,Standard Class
1376,CA-2015-126361,4/8/2015,9/8/2015,Second Class
1377,CA-2015-126361,4/8/2015,9/8/2015,Second Class
1378,CA-2015-126361,4/8/2015,9/8/2015,Second Class
1379,CA-2015-126361,4/8/2015,9/8/2015,Second Class
138,CA-2017-145583,13/10/2017,19/10/2017,Standard Class
1380,CA-2015-126361,4/8/2015,9/8/2015,Second Class
1381,CA-2015-126361,4/8/2015,9/8/2015,Second Class
1382,US-2017-100566,3/9/2017,9/9/2017,Standard Class
1383,US-2017-108504,5/2/2017,5/2/2017,Same Day
1384,US-2017-108504,5/2/2017,5/2/2017,Same Day
1385,US-2017-108504,5/2/2017,5/2/2017,Same Day
1386,US-2017-108504,5/2/2017,5/2/2017,Same Day
1387,US-2017-108504,5/2/2017,5/2/2017,Same Day
1388,US-2017-108504,5/2/2017,5/2/2017,Same Day
1389,US-2017-108504,5/2/2017,5/2/2017,Same Day
139,CA-2017-145583,13/10/2017,19/10/2017,Standard Class
1390,US-2017-108504,5/2/2017,5/2/2017,Same Day
1391,US-2017-108504,5/2/2017,5/2/2017,Same Day
1392,US-2017-108504,5/2/2017,5/2/2017,Same Day
1393,US-2017-108504,5/2/2017,5/2/2017,Same Day
1394,CA-2018-124828,3/7/2018,4/7/2018,First Class
1395,US-2018-117247,9/10/2018,14/10/2018,Standard Class
1396,US-2018-117247,9/10/2018,14/10/2018,Standard Class
1397,CA-2017-124485,24/11/2017,26/11/2017,First Class
1398,CA-2017-124485,24/11/2017,26/11/2017,First Class
1399,CA-2017-124485,24/11/2017,26/11/2017,First Class
14,CA-2017-161389,5/12/2017,10/12/2017,Standard Class
140,CA-2017-145583,13/10/2017,19/10/2017,Standard Class
1400,CA-2017-124485,24/11/2017,26/11/2017,First Class
1401,CA-2017-159212,1/11/2017,5/11/2017,Standard Class
